City,Date,PM2.5,NO,CO,SO2,O3,AQI
Ahmedabad,2020-04-06,46.64,3.75,3.75,22.2,49.67,145.0
Ahmedabad,2020-04-07,45.8,3.87,3.87,31.04,48.2,159.0
Ahmedabad,2020-04-08,36.3,5.19,5.19,30.8,49.83,183.0
Ahmedabad,2020-04-09,32.12,5.07,5.07,20.75,62.53,168.0
Ahmedabad,2020-04-10,30.73,4.36,0.59,32.01,42.61,113.0
Ahmedabad,2020-04-11,30.18,3.06,0.45,25.09,39.0,89.0
Ahmedabad,2020-04-12,26.7,2.72,0.36,21.57,42.16,101.0
Ahmedabad,2020-04-13,18.77,2.81,0.39,26.86,47.88,95.0
Ahmedabad,2020-04-14,31.16,3.22,0.37,21.85,43.35,89.0
Ahmedabad,2020-04-15,23.69,2.28,0.43,23.5,44.04,88.0
Ahmedabad,2020-04-16,38.65,3.7,0.36,22.03,54.24,95.0
Ahmedabad,2020-04-17,30.8,4.22,0.36,18.03,37.28,92.0
Ahmedabad,2020-04-18,30.69,3.43,0.41,36.24,39.3,96.0
Ahmedabad,2020-04-19,21.27,3.66,0.36,21.0,40.56,99.0
Ahmedabad,2020-04-20,29.84,3.91,0.34,25.22,38.31,86.0
Ahmedabad,2020-04-21,27.81,3.41,0.39,19.16,38.23,87.0
Ahmedabad,2020-04-22,32.11,3.68,0.45,15.83,42.22,101.0
Ahmedabad,2020-04-23,31.67,3.93,0.35,32.39,43.6,106.0
Ahmedabad,2020-04-24,27.19,3.52,0.28,20.59,51.81,110.0
Ahmedabad,2020-04-25,28.25,4.83,0.38,16.51,41.74,98.0
Ahmedabad,2020-04-26,25.91,4.78,0.4,10.58,44.44,101.0
Ahmedabad,2020-04-27,31.76,3.99,0.46,29.73,52.46,117.0
Ahmedabad,2020-04-28,32.55,3.53,0.46,42.86,50.2,130.0
Ahmedabad,2020-04-29,27.15,3.18,0.67,32.97,54.81,122.0
Ahmedabad,2020-04-30,26.93,2.76,0.46,37.7,56.97,128.0
Ahmedabad,2020-05-01,28.71,2.83,0.54,26.36,49.97,128.0
Ahmedabad,2020-05-02,22.56,3.68,0.56,25.87,55.72,131.0
Ahmedabad,2020-05-03,23.82,4.69,0.64,22.71,54.35,121.0
Ahmedabad,2020-05-04,23.73,4.85,0.73,20.04,58.72,130.0
Ahmedabad,2020-05-05,33.47,3.6,0.54,2.42,54.8,143.0
Ahmedabad,2020-05-06,26.52,4.06,0.67,14.53197725590996,59.96,146.0
Ahmedabad,2020-05-07,30.45,3.74,0.4,14.53197725590996,58.31,135.0
Ahmedabad,2020-05-08,26.79,3.71,0.51,14.53197725590996,57.81,127.0
Ahmedabad,2020-05-09,23.79,5.61,0.55,14.53197725590996,52.49,122.0
Ahmedabad,2020-05-10,26.17,1.93,0.77,14.53197725590996,56.28,125.0
Ahmedabad,2020-05-11,21.31,1.85,0.54,14.53197725590996,57.55,125.0
Ahmedabad,2020-05-12,21.94,2.95,0.58,14.53197725590996,57.89,135.0
Ahmedabad,2020-05-13,23.19,4.12,0.48,14.53197725590996,52.31,117.0
Ahmedabad,2020-05-14,21.9,2.98,0.49,14.53197725590996,51.86,127.0
Ahmedabad,2020-05-15,19.15,3.93,0.51,14.53197725590996,61.79,125.0
Ahmedabad,2020-05-16,35.75,2.54,0.39,14.53197725590996,54.31,136.0
Ahmedabad,2020-05-17,27.28,2.5,0.68,14.53197725590996,55.52,137.0
Ahmedabad,2020-05-18,20.85,2.6,0.62,14.53197725590996,54.41,133.0
Ahmedabad,2020-05-19,23.98,4.15,0.61,14.53197725590996,59.05,133.0
Ahmedabad,2020-05-20,25.6,2.86,0.69,14.53197725590996,60.12,132.0
Ahmedabad,2020-05-21,33.35,2.64,0.56,14.53197725590996,62.4,130.0
Ahmedabad,2020-05-22,31.38,4.54,0.65,14.53197725590996,62.39,142.0
Ahmedabad,2020-05-23,29.26,2.58,0.67,14.53197725590996,55.64,135.0
Ahmedabad,2020-05-24,25.47,2.73,0.81,14.53197725590996,57.16,140.0
Ahmedabad,2020-05-25,24.84,3.98,0.57,14.53197725590996,57.53,126.0
Ahmedabad,2020-05-26,29.78,2.88,0.59,14.53197725590996,50.52,126.0
Ahmedabad,2020-05-27,31.25,3.65,0.83,14.53197725590996,54.58,123.0
Ahmedabad,2020-05-28,30.7,3.56,0.56,14.53197725590996,55.49,117.0
Ahmedabad,2020-05-29,23.91,3.29,0.57,14.53197725590996,44.9,126.0
Ahmedabad,2020-05-30,25.71,3.4,0.41,14.53197725590996,47.74,112.0
Ahmedabad,2020-05-31,22.83,3.82,0.4,14.53197725590996,53.06,104.0
Ahmedabad,2020-06-01,31.02,2.74,0.64,14.53197725590996,66.9,126.0
Ahmedabad,2020-06-02,131.88,2.71,0.45,20.08,34.26,152.0
Ahmedabad,2020-06-03,67.45057794890306,2.23,0.44,23.71,73.66,166.4635814889336
Ahmedabad,2020-06-04,26.08,4.99,0.79,21.29,56.78,101.0
Ahmedabad,2020-06-05,30.72,3.76,0.63,14.73,4.08,92.0
Ahmedabad,2020-06-06,33.19,3.91,0.71,14.4,40.28,95.0
Ahmedabad,2020-06-07,20.67,5.19,0.82,13.05,36.32,93.0
Ahmedabad,2020-06-08,22.92,4.88,0.57,11.6,30.16,97.0
Ahmedabad,2020-06-09,21.17,5.23,0.86,12.69,39.69,84.0
Ahmedabad,2020-06-10,23.62,5.9,0.85,16.22,44.32,101.0
Ahmedabad,2020-06-11,20.4,5.3,0.68,18.41,37.38,92.0
Ahmedabad,2020-06-12,21.4,5.28,0.85,16.27,45.05,105.0
Ahmedabad,2020-06-13,21.72,3.93,1.18,17.51,30.53,98.0
Ahmedabad,2020-06-14,24.1,3.16,0.86,20.82,35.29,96.0
Ahmedabad,2020-06-15,21.21,4.03,0.85,19.3,33.59,96.0
Ahmedabad,2020-06-16,31.49,6.95,0.85,11.26,38.44,80.0
Ahmedabad,2020-06-17,14.79,4.88,0.81,9.4,18.2,95.0
Ahmedabad,2020-06-18,12.1,6.87,0.56,11.72,75.83,166.4635814889336
Ahmedabad,2020-06-19,17.65,19.86,0.71,9.9,40.03,108.0
Ahmedabad,2020-06-20,22.9,11.79,0.5,10.1,46.04,124.0
Ahmedabad,2020-06-21,24.28,3.45,0.7,11.45,57.31,106.0
Ahmedabad,2020-06-22,19.02,4.48,0.52,13.32,45.85,75.0
Ahmedabad,2020-06-23,22.2,7.13,0.51,13.0,64.75,85.0
Ahmedabad,2020-06-24,30.29,13.07,0.75,11.99,43.31,91.0
Ahmedabad,2020-06-25,32.56,8.29,0.65,11.73,40.54,95.0
Ahmedabad,2020-06-26,36.48,8.96,0.59,10.41,44.47,93.0
Ahmedabad,2020-06-27,62.12,9.18,0.49,12.44,68.05,92.0
Ahmedabad,2020-06-28,31.57,6.37,0.52,11.01,26.34,82.0
Ahmedabad,2020-06-29,29.75,9.06,0.67,12.1,34.99,74.0
Ahmedabad,2020-06-30,40.02,7.09,0.73,16.39,41.64,98.0
Ahmedabad,2020-07-01,37.63,4.42,0.28,14.4,9.69,119.0
Bengaluru,2015-01-01,67.45057794890306,3.26,0.33,3.54,10.73,166.4635814889336
Bengaluru,2015-01-02,67.45057794890306,6.05,1.35,3.97,22.77,166.4635814889336
Bengaluru,2015-01-03,67.45057794890306,11.91,17.4,13.61,12.03,166.4635814889336
Bengaluru,2015-01-04,67.45057794890306,7.45,5.05,6.52,17.7,166.4635814889336
Bengaluru,2015-01-05,67.45057794890306,9.52,1.83,4.71,12.72,166.4635814889336
Bengaluru,2015-01-06,67.45057794890306,6.6,0.52,4.42,13.82,166.4635814889336
Bengaluru,2015-01-07,67.45057794890306,22.6,1.46,5.13,16.98,166.4635814889336
Bengaluru,2015-01-08,67.45057794890306,7.5,2.3,7.07,17.35,166.4635814889336
Bengaluru,2015-01-09,67.45057794890306,6.75,0.54,12.84,16.27,166.4635814889336
Bengaluru,2015-01-10,67.45057794890306,3.38,1.69,3.08,25.01,166.4635814889336
Bengaluru,2015-01-11,67.45057794890306,3.97,2.59,8.2,16.07,166.4635814889336
Bengaluru,2015-01-12,67.45057794890306,10.85,0.61,7.16,16.41,166.4635814889336
Bengaluru,2015-01-13,67.45057794890306,10.65,0.63,6.51,10.34,166.4635814889336
Bengaluru,2015-01-14,67.45057794890306,9.09,1.83,8.66,16.47,166.4635814889336
Bengaluru,2015-01-15,67.45057794890306,6.79,3.29,6.24,19.35,166.4635814889336
Bengaluru,2015-01-16,67.45057794890306,10.74,16.41,19.28,16.02,166.4635814889336
Bengaluru,2015-01-17,67.45057794890306,8.17,15.98,24.91,14.33,166.4635814889336
Bengaluru,2015-01-18,67.45057794890306,6.16,9.04,22.18,22.48,166.4635814889336
Bengaluru,2015-01-19,67.45057794890306,7.83,8.09,27.99,23.34,166.4635814889336
Bengaluru,2015-01-20,67.45057794890306,10.44,4.05,92.66,103.68,166.4635814889336
Bengaluru,2015-01-21,67.45057794890306,7.02,18.3,82.07,34.49143047551845,166.4635814889336
Bengaluru,2015-01-22,67.45057794890306,17.15,3.32,57.51,41.95,166.4635814889336
Bengaluru,2015-01-23,67.45057794890306,3.8,5.04,27.33,17.78,166.4635814889336
Bengaluru,2015-01-24,67.45057794890306,4.77,2.42,6.47,14.72,166.4635814889336
Bengaluru,2015-01-25,67.45057794890306,3.19,3.39,3.32,16.27,166.4635814889336
Bengaluru,2015-01-26,67.45057794890306,2.27,5.39,2.95,21.35,166.4635814889336
Bengaluru,2015-01-27,67.45057794890306,10.92,1.71,3.09,27.37,166.4635814889336
Bengaluru,2015-01-28,67.45057794890306,6.31,4.87,6.53,17.05,166.4635814889336
Bengaluru,2015-01-29,67.45057794890306,86.9,2.26,3.03,18.78,166.4635814889336
Bengaluru,2015-01-30,67.45057794890306,62.22,1.06,24.31,19.51,166.4635814889336
Bengaluru,2015-01-31,67.45057794890306,36.24,0.46,29.18,23.21,166.4635814889336
Bengaluru,2015-02-01,67.45057794890306,2.99,0.36,7.36,20.75,166.4635814889336
Bengaluru,2015-02-02,67.45057794890306,5.83,0.46,6.14,19.75,166.4635814889336
Bengaluru,2015-02-03,67.45057794890306,4.56,0.59,5.02,20.64,166.4635814889336
Bengaluru,2015-02-04,67.45057794890306,5.92,1.08,4.46,18.62,166.4635814889336
Bengaluru,2015-02-05,67.45057794890306,12.17,0.59,7.65,16.06,166.4635814889336
Bengaluru,2015-02-06,67.45057794890306,5.04,0.5,3.12,13.76,166.4635814889336
Bengaluru,2015-02-07,67.45057794890306,10.59,1.45,5.51,20.96,166.4635814889336
Bengaluru,2015-02-08,67.45057794890306,7.18,0.45,7.25,22.81,166.4635814889336
Bengaluru,2015-02-09,67.45057794890306,3.78,0.64,3.37,31.01,166.4635814889336
Bengaluru,2015-02-10,67.45057794890306,4.97,0.77,1.04,39.86,166.4635814889336
Bengaluru,2015-02-11,67.45057794890306,10.52,0.57,1.64,32.19,166.4635814889336
Bengaluru,2015-02-12,67.45057794890306,10.1,0.96,12.98,44.15,166.4635814889336
Bengaluru,2015-02-13,67.45057794890306,16.74,1.32,7.56,37.79,166.4635814889336
Bengaluru,2015-02-14,67.45057794890306,11.29,0.9,5.18,31.76,166.4635814889336
Bengaluru,2015-02-15,67.45057794890306,4.71,0.76,4.82,45.16,166.4635814889336
Bengaluru,2015-02-16,67.45057794890306,10.65,2.35,3.84,49.3,166.4635814889336
Bengaluru,2015-02-17,67.45057794890306,15.95,0.83,13.39,44.34,166.4635814889336
Bengaluru,2015-02-18,67.45057794890306,17.48,3.23,17.62,28.85,166.4635814889336
Bengaluru,2015-02-19,67.45057794890306,14.46,2.18,11.15,31.69,166.4635814889336
Bengaluru,2015-02-20,67.45057794890306,10.0,6.95,12.52,33.43,166.4635814889336
Bengaluru,2015-02-21,67.45057794890306,4.77,8.98,14.25,39.2,166.4635814889336
Bengaluru,2015-02-22,67.45057794890306,8.27,6.28,13.11,54.18,166.4635814889336
Bengaluru,2015-02-23,67.45057794890306,7.39,13.56,11.93,53.97,166.4635814889336
Bengaluru,2015-02-24,67.45057794890306,13.49,4.78,5.76,40.55,166.4635814889336
Bengaluru,2015-02-25,67.45057794890306,13.88,1.49,6.5,51.91,166.4635814889336
Bengaluru,2015-02-26,67.45057794890306,9.7,1.24,7.13,65.41,166.4635814889336
Bengaluru,2015-02-27,67.45057794890306,6.52,1.14,4.0,66.49,166.4635814889336
Bengaluru,2015-02-28,67.45057794890306,2.94,1.38,2.82,62.61,166.4635814889336
Bengaluru,2015-03-01,67.45057794890306,2.52,0.48,6.93,51.37,166.4635814889336
Bengaluru,2015-03-02,67.45057794890306,4.23,3.56,6.72,58.97,166.4635814889336
Bengaluru,2015-03-03,67.45057794890306,7.81,14.67,8.6,43.5,166.4635814889336
Bengaluru,2015-03-04,67.45057794890306,4.75,3.39,5.99,61.8,166.4635814889336
Bengaluru,2015-03-05,67.45057794890306,11.53,29.33,8.79,45.01,166.4635814889336
Bengaluru,2015-03-06,67.45057794890306,5.94,23.53,16.03,31.55,166.4635814889336
Bengaluru,2015-03-07,67.45057794890306,7.08,25.7,12.69,36.67,166.4635814889336
Bengaluru,2015-03-08,67.45057794890306,5.24,16.01,11.89,45.87,166.4635814889336
Bengaluru,2015-03-09,67.45057794890306,6.85,25.5,11.47,36.7,166.4635814889336
Bengaluru,2015-03-10,67.45057794890306,4.95,1.08,3.17,41.81,166.4635814889336
Bengaluru,2015-03-11,67.45057794890306,8.59,1.33,2.86,35.98,166.4635814889336
Bengaluru,2015-03-12,67.45057794890306,5.47,1.9,1.67,37.65,166.4635814889336
Bengaluru,2015-03-13,67.45057794890306,8.1,13.01,7.84,43.46,166.4635814889336
Bengaluru,2015-03-14,67.45057794890306,12.44,18.28,19.64,49.53,166.4635814889336
Bengaluru,2015-03-15,67.45057794890306,9.08,29.93,16.57,48.26,166.4635814889336
Bengaluru,2015-03-16,67.45057794890306,12.37,25.25,30.13,47.74,166.4635814889336
Bengaluru,2015-03-17,67.45057794890306,13.81,17.79,11.89,49.86,166.4635814889336
Bengaluru,2015-03-18,67.45057794890306,35.23,6.17,3.76,49.27,166.4635814889336
Bengaluru,2015-03-19,67.45057794890306,17.05,15.98,47.19,56.32,166.4635814889336
Bengaluru,2015-03-20,30.65,3.36,4.55,2.76,43.25,166.4635814889336
Bengaluru,2015-03-21,48.59,3.47,3.89,1.94,52.96,91.0
Bengaluru,2015-03-22,47.38,2.84,11.29,2.05,71.85,120.0
Bengaluru,2015-03-23,65.65,3.1,9.95,6.3,72.84,154.0
Bengaluru,2015-03-24,60.47,5.39,1.46,6.07,64.12,119.0
Bengaluru,2015-03-25,62.56,3.16,10.05,4.98,82.34,232.0
Bengaluru,2015-03-26,60.73,4.16,1.44,1.67,67.21,132.0
Bengaluru,2015-03-27,42.1,4.01,2.85,2.46,51.93,123.0
Bengaluru,2015-03-28,40.0,2.93,8.07,2.5,44.65,152.0
Bengaluru,2015-03-29,32.16,2.38,8.53,2.08,56.31,143.0
Bengaluru,2015-03-30,30.78,2.68,1.46,2.63,49.52,80.0
Bengaluru,2015-03-31,38.99,2.6,1.79,2.79,47.67,90.0
Bengaluru,2015-04-01,36.42,2.68,9.6,3.17,48.25,151.0
Bengaluru,2015-04-02,38.15,4.24,4.06,7.65,53.26,123.0
Bengaluru,2015-04-03,35.11,2.63,5.34,2.32,57.75,178.0
Bengaluru,2015-04-04,36.68,3.63,1.47,3.29,76.36,101.0
Bengaluru,2015-04-05,36.92,2.2,9.58,4.07,65.62,160.0
Bengaluru,2015-04-06,31.78,2.48,0.55,7.22,54.31,71.0
Bengaluru,2015-04-07,37.25,2.86,2.3,5.88,60.42,76.0
Bengaluru,2015-04-08,29.8,2.59,6.84,1.84,49.55,153.0
Bengaluru,2015-04-09,25.06,3.21,5.82,2.6,42.63,80.0
Bengaluru,2015-04-10,24.4,6.87,5.19,2.03,44.47,129.0
Bengaluru,2015-04-11,32.08,6.6,1.7,3.22,53.91,107.0
Bengaluru,2015-04-12,19.72,1.81,2.65,5.16,44.53,122.0
Bengaluru,2015-04-13,17.03,2.17,2.23,2.75,39.03,85.0
Bengaluru,2015-04-14,19.73,2.26,1.4,4.66,57.7,62.0
Bengaluru,2015-04-15,22.52,6.71,5.45,4.9,77.05,177.0
Bengaluru,2015-04-16,21.36,2.86,0.97,29.11,96.88,152.0
Bengaluru,2015-04-17,24.35,3.06,12.93,2.58,97.2,210.0
Bengaluru,2015-04-18,18.33,2.4,3.84,3.99,101.63,170.0
Bengaluru,2015-04-19,17.66,1.85,0.48,2.49,81.34,135.0
Bengaluru,2015-04-20,27.46,2.53,4.58,5.53,37.22,118.0
Bengaluru,2015-04-21,27.94,3.8,6.14,4.43,34.74,127.0
Bengaluru,2015-04-22,23.81,4.01,2.2485982090856145,26.42,32.79,47.0
Bengaluru,2015-04-23,23.11,4.16,3.65,12.35,15.88,44.0
Bengaluru,2015-04-24,15.12,4.35,1.13,5.12,109.66,67.0
Bengaluru,2015-04-25,19.59,4.35,3.1,26.92,157.2,44.0
Bengaluru,2015-04-26,69.85,8.6,1.22,15.91,123.32,82.0
Bengaluru,2015-04-27,24.62,3.77,1.26,18.89,65.38,156.0
Bengaluru,2015-04-28,32.92,7.12,2.31,14.79,57.59,96.0
Bengaluru,2015-04-29,44.53,7.24,1.34,8.34,27.11,72.0
Bengaluru,2015-04-30,26.68,3.79,2.2485982090856145,11.54,51.81,117.0
Bengaluru,2015-05-01,39.06,3.45,1.59,4.96,26.93,67.0
Bengaluru,2015-05-02,50.83,5.74,4.44,2.99,16.83,217.0
Bengaluru,2015-05-03,62.58,5.03,1.32,7.47,17.81,64.0
Bengaluru,2015-05-04,45.26,5.21,4.17,6.79,21.39,162.0
Bengaluru,2015-05-05,40.37,9.03,0.0,8.6,36.56,75.0
Bengaluru,2015-05-06,43.21,8.24,28.28,11.77,80.02,141.0
Bengaluru,2015-05-07,41.53,5.74,0.5,4.67,31.73,70.0
Bengaluru,2015-05-08,27.85,5.82,4.82,7.18,88.24,142.0
Bengaluru,2015-05-09,36.83,4.6,23.56,6.64,39.61,140.0
Bengaluru,2015-05-10,40.81,6.5,2.57,3.46,32.11,71.0
Bengaluru,2015-05-11,36.11,6.97,0.3,11.84,14.0,66.0
Bengaluru,2015-05-12,28.76,8.95,2.2485982090856145,2.96,15.17,56.0
Bengaluru,2015-05-13,40.74,8.61,0.0,2.77,7.96,45.0
Bengaluru,2015-05-14,23.77,6.77,1.19,2.83,12.14,61.0
Bengaluru,2015-05-15,17.34,5.26,2.06,3.08,12.14,70.0
Bengaluru,2015-05-16,30.45,5.23,1.19,3.9,8.48,59.0
Bengaluru,2015-05-17,15.8,5.08,12.23,5.8,21.44,125.0
Bengaluru,2015-05-18,20.12,6.65,12.77,5.83,32.76,106.0
Bengaluru,2015-05-19,25.27,10.97,1.14,3.92,37.13,84.0
Bengaluru,2015-05-20,26.7,4.76,1.26,4.24,36.42,57.0
Bengaluru,2015-05-21,27.84,6.01,1.21,4.38,25.96,56.0
Bengaluru,2015-05-22,29.52,5.09,10.68,4.89,28.02,140.0
Bengaluru,2015-05-23,27.97,6.23,17.21,12.38,22.59,156.0
Bengaluru,2015-05-24,28.17,4.91,9.13,3.98,23.52,156.0
Bengaluru,2015-05-25,27.71,4.01,4.19,4.81,21.85,111.0
Bengaluru,2015-05-26,28.01,2.74,4.21,3.92,23.36,158.0
Bengaluru,2015-05-27,31.7,2.97,4.79,4.02,27.83,93.0
Bengaluru,2015-05-28,48.08,12.38,1.22,0.96,42.06,97.0
Bengaluru,2015-05-29,30.77,6.31,1.4,0.92,31.65,94.0
Bengaluru,2015-05-30,26.15,0.95,4.52,7.13,54.35,147.0
Bengaluru,2015-05-31,40.71,0.75,2.84,4.24,22.32,100.0
Bengaluru,2015-06-01,23.69,1.65,1.7,6.9,68.17,101.0
Bengaluru,2015-06-02,23.95,0.46,1.77,7.93,54.65,84.0
Bengaluru,2015-06-03,21.51,1.59,1.52,4.44,46.8,84.0
Bengaluru,2015-06-04,25.56,1.14,1.4,4.47,29.64,74.0
Bengaluru,2015-06-05,22.41,2.59,5.65,5.85,27.39,130.0
Bengaluru,2015-06-06,16.02,4.7,1.78,11.64,20.75,74.0
Bengaluru,2015-06-07,12.69,4.38,4.45,4.22,19.63,74.0
Bengaluru,2015-06-08,13.29,4.82,3.93,17.45,17.13,162.0
Bengaluru,2015-06-09,12.11,6.72,1.4,15.06,20.96,55.0
Bengaluru,2015-06-10,13.66,3.61,1.96,6.09,24.49,72.0
Bengaluru,2015-06-11,14.56,3.34,1.54,11.59,15.75,66.0
Bengaluru,2015-06-12,14.76,3.2,1.89,10.35,20.52,81.0
Bengaluru,2015-06-13,12.29,2.53,3.21,15.0,19.08,94.0
Bengaluru,2015-06-14,11.72,1.76,2.36,1.96,20.38,128.0
Bengaluru,2015-06-15,15.7,6.3,1.56,5.04,34.42,86.0
Bengaluru,2015-06-16,22.94,2.88,3.74,1.58,13.24,136.0
Bengaluru,2015-06-17,19.54,2.19,2.0,4.12,13.5,67.0
Bengaluru,2015-06-18,22.68,2.8,1.3,1.35,16.42,45.0
Bengaluru,2015-06-19,21.86,3.91,1.54,4.34,11.12,70.0
Bengaluru,2015-06-20,18.74,3.9,2.89,1.95,8.62,93.0
Bengaluru,2015-06-21,18.81,3.01,3.84,2.02,10.31,166.0
Bengaluru,2015-06-22,15.11,2.78,4.29,5.53,10.68,183.0
Bengaluru,2015-06-23,17.47,1.74,2.08,7.51,10.97,107.0
Bengaluru,2015-06-24,15.92,0.89,5.48,5.41,21.62,140.0
Bengaluru,2015-06-25,13.58,2.0,2.83,5.49,11.83,107.0
Bengaluru,2015-06-26,14.52,1.14,1.75,4.41,13.27,70.0
Bengaluru,2015-06-27,27.25,0.86,15.98,10.62,15.2,165.0
Bengaluru,2015-06-28,20.99,0.72,2.03,2.53,15.42,160.0
Bengaluru,2015-06-29,22.26,1.23,5.28,7.62,10.29,209.0
Bengaluru,2015-06-30,23.51,2.75,5.01,5.94,6.61,166.0
Bengaluru,2015-07-01,19.76,1.24,6.96,6.28,6.45,187.0
Bengaluru,2015-07-02,20.24,2.26,2.58,5.12,11.01,162.0
Bengaluru,2015-07-03,17.28,1.07,7.52,3.69,8.37,185.0
Bengaluru,2015-07-04,21.52,1.0,15.9,2.76,9.72,141.0
Bengaluru,2015-07-05,19.43,1.13,20.81,2.29,7.89,225.0
Bengaluru,2015-07-06,19.27,2.21,26.99,2.54,8.96,309.0
Bengaluru,2015-07-07,23.27,1.73,2.86,3.36,9.3,136.0
Bengaluru,2015-07-08,18.63,2.96,7.24,6.25,7.27,139.0
Bengaluru,2015-07-09,14.52,5.93,3.42,3.89,7.56,161.0
Bengaluru,2015-07-10,12.84,7.5,15.1,3.25,5.4,160.0
Bengaluru,2015-07-11,19.08,6.5,2.42,2.39,5.06,127.0
Bengaluru,2015-07-12,23.45,5.88,2.11,1.86,9.66,71.0
Bengaluru,2015-07-13,25.62,5.21,27.06,2.84,10.42,246.0
Bengaluru,2015-07-14,27.03,4.42,10.62,2.78,7.82,250.0
Bengaluru,2015-07-15,24.09,5.64,9.91,4.49,5.49,176.0
Bengaluru,2015-07-16,23.17,4.97,3.56,2.98,8.06,176.0
Bengaluru,2015-07-17,26.84,6.18,1.62,3.46,8.48,55.0
Bengaluru,2015-07-18,19.24,3.78,18.69,3.98,10.27,156.0
Bengaluru,2015-07-19,14.46,3.76,12.18,1.66,9.43,195.0
Bengaluru,2015-07-20,14.3,5.1,9.82,2.39,8.67,197.0
Bengaluru,2015-07-21,19.29,4.45,9.35,1.72,3.62,223.0
Bengaluru,2015-07-22,21.39,4.14,16.7,2.39,3.54,182.0
Bengaluru,2015-07-23,45.86,5.98,9.44,3.29,5.13,245.0
Bengaluru,2015-07-24,18.38,3.82,16.46,10.54,6.49,268.0
Bengaluru,2015-07-25,24.44,4.63,2.89,15.96,9.61,51.0
Bengaluru,2015-07-26,25.14,3.59,2.42,2.54,8.9,49.0
Bengaluru,2015-07-27,13.85,5.69,14.36,3.82,8.78,157.0
Bengaluru,2015-07-28,16.63,3.66,12.51,5.27,7.16,128.0
Bengaluru,2015-07-29,19.04,3.67,1.5,4.9,5.82,66.0
Bengaluru,2015-07-30,24.43,4.59,1.86,3.15,5.42,105.0
Bengaluru,2015-07-31,19.16,5.08,1.09,3.35,3.53,49.0
Bengaluru,2015-08-01,18.18,4.06,9.97,2.43,3.38,97.0
Bengaluru,2015-08-02,15.52,3.48,37.73,1.86,4.83,257.0
Bengaluru,2015-08-03,18.67,5.9,25.13,2.13,5.74,139.0
Bengaluru,2015-08-04,15.85,5.74,9.92,2.6,5.24,95.0
Bengaluru,2015-08-05,18.26,4.56,48.07,2.4,3.0,106.0
Bengaluru,2015-08-06,17.94,6.02,3.15,5.94,7.21,89.0
Bengaluru,2015-08-07,21.86,3.06,1.16,3.79,3.29,44.0
Bengaluru,2015-08-08,46.86,2.62,20.25,3.78,3.98,97.0
Bengaluru,2015-08-09,54.42,1.56,8.78,2.1,4.73,187.0
Bengaluru,2015-08-10,21.02,3.65,1.82,5.16,6.23,83.0
Bengaluru,2015-08-11,21.1,2.56,29.0,2.96,9.86,129.0
Bengaluru,2015-08-12,16.64,3.45,29.16,7.22,6.76,128.0
Bengaluru,2015-08-13,14.99,4.81,34.69,2.51,6.11,217.0
Bengaluru,2015-08-14,20.21,4.54,35.05,6.15,5.86,277.0
Bengaluru,2015-08-15,18.04,1.93,16.67,2.49,10.04,176.0
Bengaluru,2015-08-16,20.8,5.06,9.03,1.32,7.48,206.0
Bengaluru,2015-08-17,15.35,6.56,14.55,2.98,5.93,238.0
Bengaluru,2015-08-18,27.31,4.58,21.83,2.85,3.75,229.0
Bengaluru,2015-08-19,32.13,9.89,9.91,7.14,4.3,236.0
Bengaluru,2015-08-20,23.26,7.05,1.31,3.73,3.41,92.0
Bengaluru,2015-08-21,17.9,3.31,11.68,6.56,3.44,100.0
Bengaluru,2015-08-22,10.99,2.95,1.14,1.07,3.35,97.0
Bengaluru,2015-08-23,12.9,2.79,26.54,0.91,3.86,59.0
Bengaluru,2015-08-24,22.29,4.0,1.16,1.0,4.72,96.0
Bengaluru,2015-08-25,20.06,5.0,4.29,4.38,6.26,123.0
Bengaluru,2015-08-26,17.38,4.23,1.43,1.1,7.65,77.0
Bengaluru,2015-08-27,14.67,6.76,2.4,1.13,4.84,57.0
Bengaluru,2015-08-28,18.96,3.22,1.96,1.42,4.19,63.0
Bengaluru,2015-08-29,20.56,4.26,9.97,2.56,12.64,174.0
Bengaluru,2015-08-30,17.27,1.37,2.76,0.73,12.65,121.0
Bengaluru,2015-08-31,23.42,2.6,5.77,1.24,17.22,92.0
Bengaluru,2015-09-01,24.9,2.58,5.26,1.67,13.62,81.0
Bengaluru,2015-09-02,23.54,1.75,1.19,2.18,11.57,43.0
Bengaluru,2015-09-03,24.49,2.5,1.42,2.49,14.5,52.0
Bengaluru,2015-09-04,26.16,3.72,1.76,2.12,10.98,72.0
Bengaluru,2015-09-05,27.38,6.79,1.47,2.63,38.49,73.0
Bengaluru,2015-09-06,18.38,2.41,22.81,1.35,34.49143047551845,208.0
Bengaluru,2015-09-07,16.34,4.12,9.83,3.08,21.21,179.0
Bengaluru,2015-09-08,22.47,6.9,1.78,5.6,12.62,93.0
Bengaluru,2015-09-09,29.6,6.75,13.22,7.0,5.34,60.0
Bengaluru,2015-09-10,15.21,6.53,1.2,3.26,5.01,65.0
Bengaluru,2015-09-11,18.09,5.32,3.19,2.85,5.48,60.0
Bengaluru,2015-09-12,16.68,4.77,22.32,2.42,17.12,167.0
Bengaluru,2015-09-13,12.24,2.59,19.24,2.08,13.22,141.0
Bengaluru,2015-09-14,14.99,5.5,18.85,2.19,12.68,175.0
Bengaluru,2015-09-15,11.75,3.39,1.06,2.54,5.72,41.0
